ScientificName,Kingdom,Kingdom_C,Phylum,Phylum_C,Class,Orders,Order_C,Family,Family_C,Genus,Collector,ForestConservation,Latitude,Longitude
Crepidomanes makinoi (C. Chr.) Copel.,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,HYMENOPHYLLACEAE,膜蕨科,Crepidomanes,Chen-Meng Kuo,0,0.00,0.00
Thelypteris auriculata (J. Sm.) K. Iwats.,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Thelypteris,Bi-Jao Wang,0,0.00,0.00
Cyclosorus cuspidatus (Blume) C. M. Kuo,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Cyclosorus,Bi-Jao Wang,0,0.00,0.00
Thelypteris angustifrons (Miq.) Ching,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Thelypteris,Bi-Jao Wang,0,0.00,0.00
Pseudocyclosorus tylodes (Kunze) Ching,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Pseudocyclosorus,Bi-Jao Wang,0,0.00,0.00
Cyclosorus gymnopteridifrons (Hayata) C. M. Kuo,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Cyclosorus,J. L. Tseng,0,0.00,0.00
Pronephrium gymnopteridifrons (Hayata) Holttum,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Pronephrium,Bi-Jao Wang,0,0.00,0.00
Glaphyropteridopsis erubescens (Hook.) Ching,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Glaphyropteridopsis,Bi-Jao Wang,0,0.00,0.00
Christella siamensis (Tagawa & K. Iwats.) Holttum,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Christella,Bi-Jao Wang,0,0.00,0.00
Christella papilio (C. Hope) Holttum,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Christella,Bi-Jao Wang,0,0.00,0.00
Christella latipinna (Benth.) H. L?v.,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Christella,S. J. Moore,0,0.00,0.00
Thelypteris laxa (Franch. & Sav.) Ching,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Thelypteris,Ralf Knapp,0,0.00,0.00
Thelypteris torresiana (Gaud.) Alston,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Thelypteris,Bi-Jao Wang,0,0.00,0.00
Viburnum morrisonense Hayata,Plantae,植物界,Spermatophyta,,Dicotyledons,Dipsacales,續斷目,CAPRIFOLIACEAE,忍冬科,Viburnum,Tsui-Ya Liu,0,24.17,121.17
Cyperus cyperinus (Retz.) J. V. Suringar,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Cyperus,W. L. Wagner,0,21.90,120.85
Fimbristylis polytrichoides (Retz.) Vahl,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Fimbristylis,Jenn-Che Wang,0,0.00,0.00
Fimbristylis sieboldii Miq. ex Franch. & Sav.,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Fimbristylis,Jenn-Che Wang,0,0.00,0.00
Paris fargesii Franch.,Plantae,植物界,Spermatophyta,,Monocotyledons,Liliales,百合目,LILIACEAE,百合科,Paris,Chi-Cheng Liao,0,24.24,123.62
Crepidomanes bipunctatum (Poir.) Copel.,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,HYMENOPHYLLACEAE,膜蕨科,Crepidomanes,Hsiu-Lan Ho,0,22.06,121.52
Viburnum sphaerocarpum Y. C. Liu & C. H. Ou,Plantae,植物界,Spermatophyta,,Dicotyledons,Dipsacales,續斷目,CAPRIFOLIACEAE,忍冬科,Viburnum,Ching-I Peng,0,0.00,0.00
Viburnum matsudai Hayata,Plantae,植物界,Spermatophyta,,Dicotyledons,Dipsacales,續斷目,CAPRIFOLIACEAE,忍冬科,Viburnum,Wen-Pen Leu,0,0.00,121.64
Dictyocline wilfordii (Hook.) J. Sm.,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Dictyocline,Hsiu-Lan Ho,0,24.83,121.53
Viburnum luzonicum Rolfe var. morrisonense (Hayata) Ying,Plantae,植物界,Spermatophyta,,Dicotyledons,Dipsacales,續斷目,CAPRIFOLIACEAE,忍冬科,Viburnum,Jenn-Che Wang,0,0.00,0.00
Hibiscus trionum L.,Plantae,植物界,Spermatophyta,,Dicotyledons,Malvales,錦葵目,MALVACEAE,錦葵科,Hibiscus,T. G. Lammers,0,21.90,120.85
Peliosanthes tashiroi Hayata,Plantae,植物界,Spermatophyta,,Monocotyledons,Liliales,百合目,LILIACEAE,百合科,Peliosanthes,Ching-I Peng,0,0.00,0.00
Tricyrtis stolonifera Matsum.,Plantae,植物界,Spermatophyta,,Monocotyledons,Liliales,百合目,LILIACEAE,百合科,Tricyrtis,Ching-I Peng,0,23.47,120.95
Stegnogramma griffithi (T. Moore) K. Iwats.,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Stegnogramma,Ching-I Peng,0,0.00,0.00
Trichomanes auriculata Bl.,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,HYMENOPHYLLACEAE,膜蕨科,Vandenboschia,Wen-Pen Leu,0,0.00,0.00
Hibiscus boninensis Nakai,Plantae,植物界,Spermatophyta,,Dicotyledons,Malvales,錦葵目,MALVACEAE,錦葵科,Hibiscus,Wen-Pen Leu,0,0.00,0.00
Crepidomanes latealatum (v. d. Bosch) Copel.,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,HYMENOPHYLLACEAE,膜蕨科,Crepidomanes,Muh-Tsuen Kao,0,0.00,0.00
Cyclosorus erubescens (Hook.) [nom. illegit.],Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Cyclosorus,J. M. Chao,0,0.00,0.00
Lonicera apodantha Ohwi,Plantae,植物界,Spermatophyta,,Dicotyledons,Dipsacales,續斷目,CAPRIFOLIACEAE,忍冬科,Lonicera,Pi-Fong Lu,0,0.00,0.00
Cyclosorus acuminatus (Houtt.) Nakai ex H. Ito,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Cyclosorus,Pi-Fong Lu,0,0.00,0.00
Fuirena umbellata Rottb.,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Fuirena,Pi-Fong Lu,0,0.00,0.00
Thelypteris angulariloba Ching,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Thelypteris,Pi-Fong Lu,0,0.00,0.00
Fimbristylis macassarensis Steud.,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Fimbristylis,Shu-Yuan Chen,0,0.00,0.00
Carex wahuensis C. A. Mey.,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Carex,Pi-Fong Lu,0,0.00,0.00
Pronephrium longipetiolatum (K. Iwats.)Holtt.,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Pronephrium,Pi-Fong Lu,0,0.00,0.00
Sida mysorensis Wight & Arn.,Plantae,植物界,Spermatophyta,,Dicotyledons,Malvales,錦葵目,MALVACEAE,錦葵科,Sida,Pi-Fong Lu,0,0.00,0.00
Peliosanthes teta Andre. var. kaoi (Ohwi) S. S. Ying,Plantae,植物界,Spermatophyta,,Monocotyledons,Liliales,百合目,LILIACEAE,百合科,Peliosanthes,Pi-Fong Lu,0,0.00,0.00
Abutilon indicum (L.) Sweet var. guineense (Schumach.) Feng,Plantae,植物界,Spermatophyta,,Dicotyledons,Malvales,錦葵目,MALVACEAE,錦葵科,Abutilon,Pi-Fong Lu,0,0.00,0.00
Viburnum formosanum Hayata,Plantae,植物界,Spermatophyta,,Dicotyledons,Dipsacales,續斷目,CAPRIFOLIACEAE,忍冬科,Viburnum,Pi-Fong Lu,0,0.00,0.00
Cephalomanes apiifolium (Presl.) K. Iwats.,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,HYMENOPHYLLACEAE,膜蕨科,Cephalomanes,Pi-Fong Lu,0,0.00,0.00
Polygonatum arisanense Hayata,Plantae,植物界,Spermatophyta,,Monocotyledons,Liliales,百合目,LILIACEAE,百合科,Polygonatum,Pi-Fong Lu,0,0.00,0.00
Sida rhombifolia L.,Plantae,植物界,Spermatophyta,,Dicotyledons,Malvales,錦葵目,MALVACEAE,錦葵科,Sida,Pi-Fong Lu,0,0.00,0.00
Pycreus sanguinolentus (Vahl) Nees,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Pycreus,Pi-Fong Lu,0,0.00,0.00
Lipocarpha chinensis (Osbeck) Kern,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Lipocarpha,Pi-Fong Lu,0,0.00,0.00
Sida spinosa L.,Plantae,植物界,Spermatophyta,,Dicotyledons,Malvales,錦葵目,MALVACEAE,錦葵科,Sida,Pi-Fong Lu,0,0.00,0.00
Diplacrum caricinum R. Br.,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Diplacrum,Pi-Fong Lu,0,0.00,0.00
Scilla sinensis (Lour.) Merr.,Plantae,植物界,Spermatophyta,,Monocotyledons,Liliales,百合目,LILIACEAE,百合科,Scilla,Pi-Fong Lu,0,0.00,0.00
Ophiopogon intermedius D. Don,Plantae,植物界,Spermatophyta,,Monocotyledons,Liliales,百合目,LILIACEAE,百合科,Ophiopogon,Pi-Fong Lu,0,0.00,0.00
Cephalomanes cumingii (Makino) K. Iwats.,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,HYMENOPHYLLACEAE,膜蕨科,Cephalomanes,Pi-Fong Lu,0,0.00,0.00
Carex transalpine Hayata,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Carex,Pi-Fong Lu,0,0.00,0.00
Viburnum parvifolium Hayata,Plantae,植物界,Spermatophyta,,Dicotyledons,Dipsacales,續斷目,CAPRIFOLIACEAE,忍冬科,Viburnum,Pi-Fong Lu,0,0.00,0.00
Tricyrtis lasiocarpa Matsum.,Plantae,植物界,Spermatophyta,,Monocotyledons,Liliales,百合目,LILIACEAE,百合科,Tricyrtis,Chien-I Huang,0,22.42,120.68
Cyperus digitatus Roxb.,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Cyperus,Chien-I Huang,0,21.98,120.73
Eleocharis chaetaria Roem. & Schult.,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Eleocharis,Pi-Fong Lu,0,0.00,0.00
Thelypteris beddomei (Bak.) Ching,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Thelypteris,Pi-Fong Lu,0,0.00,0.00
Disporopsis fuscopicota Hance var. arisanensis (Hayata) S. S. Ying,Plantae,植物界,Spermatophyta,,Monocotyledons,Liliales,百合目,LILIACEAE,百合科,Disporopsis,Pi-Fong Lu,0,0.00,0.00
Microtrichomanes nitidulum (v. d. Bosch) Copel.,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,HYMENOPHYLLACEAE,膜蕨科,Microtrichomanes,Pi-Fong Lu,0,0.00,0.00
Abutilon indicum (L.) Sweet,Plantae,植物界,Spermatophyta,,Dicotyledons,Malvales,錦葵目,MALVACEAE,錦葵科,Abutilon,T. Y. Aleck Yang,0,23.04,120.10
Malva verticillata L.,Plantae,植物界,Spermatophyta,,Dicotyledons,Malvales,錦葵目,MALVACEAE,錦葵科,Malva,Chiu-Mei Wang,0,24.13,121.19
Cyclosorus acuminatus (Houtt.) Nakai var. acuminatus,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Cyclosorus,T. Y. Aleck Yang,0,22.08,121.51
Viburnum awabucki K. Koch,Plantae,植物界,Spermatophyta,,Dicotyledons,Dipsacales,續斷目,CAPRIFOLIACEAE,忍冬科,Viburnum,Pi-Fong Lu,0,0.00,0.00
Polygonatum odoratum (Miller) Druce. var. pluriflorum (Miq.) Ohwi,Plantae,植物界,Spermatophyta,,Monocotyledons,Liliales,百合目,LILIACEAE,百合科,Polygonatum,Pi-Fong Lu,0,0.00,0.00
Pinus luchuensis Mayr.,Plantae,植物界,Spermatophyta,,Coniferae,Coniferales,,PINACEAE,松科,Pinus,Pi-Fong Lu,0,0.00,0.00
Fimbristylis ferruginea (L.) Vahl var. ferruginea,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Fimbristylis,Pi-Fong Lu,0,0.00,0.00
Liriope platyphylla F. T. Wang & T. Tang,Plantae,植物界,Spermatophyta,,Monocotyledons,Liliales,百合目,LILIACEAE,百合科,Liriope,Pi-Fong Lu,0,0.00,0.00
Peliosanthes kaoi Ohwi,Plantae,植物界,Spermatophyta,,Monocotyledons,Liliales,百合目,LILIACEAE,百合科,Peliosanthes,Pi-Fong Lu,0,0.00,0.00
Tricyrtis ravenii C.-I Peng & C. L. Tiang,Plantae,植物界,Spermatophyta,,Monocotyledons,Liliales,百合目,LILIACEAE,百合科,Tricyrtis,Pi-Fong Lu,0,0.00,0.00
Cyclosorus truncatus (Poir.) Farw.,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Cyclosorus,Ralf Knapp,0,22.07,120.83
Crepidomanes birmanicum (Bedd.) K. Iwats.,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,HYMENOPHYLLACEAE,膜蕨科,Crepidomanes,Yung-Nan Ko,0,0.00,0.00
Cyperus compactus Retz.,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Cyperus,Chien-I Huang,0,25.04,121.45
Hibiscus mutabilis L.,Plantae,植物界,Spermatophyta,,Dicotyledons,Malvales,錦葵目,MALVACEAE,錦葵科,Hibiscus,Chien-I Huang,0,24.19,121.65
Thelypteris gracilescens (Bl.) Ching,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Thelypteris,Ralf Knapp,0,22.41,120.75
Hymenophyllum denticulatum Sw.,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,HYMENOPHYLLACEAE,膜蕨科,Hymenophyllum,Ralf Knapp,0,22.05,121.53
Rohdea japonica (Thunb.) Roth var. watanabei (Hayata) S. S. Ying,Plantae,植物界,Spermatophyta,,Monocotyledons,Liliales,百合目,LILIACEAE,百合科,Rohdea,Pi-Fong Lu,0,0.00,0.00
Carex brevicuspis C. B. Clarke,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Carex,Chien-I Huang,0,24.70,121.42
Carex lateralis K?k.,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Carex,Chien-I Huang,0,24.87,121.54
Thelypteris omeiensis (Bak.) Ching,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Thelypteris,Chien-I Huang,0,22.41,120.75
Carex longipes D. Don,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Carex,Chien-I Huang,0,24.18,121.47
Crepidomanes bilabiatum (Nees & Bl.) Copel.,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,HYMENOPHYLLACEAE,膜蕨科,Crepidomanes,Chien-I Huang,0,22.05,121.52
Abrodictyum cumingii Presl.,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,HYMENOPHYLLACEAE,膜蕨科,Abrodictyum,Chien-I Huang,0,22.05,121.52
Carex breviculmis R. Br.,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Carex,Chien-I Huang,0,24.39,121.43
Carex alterniflora Franch.,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Carex,Wai-Chao Leong,0,0.00,0.00
Carex dissitiflora Franch.,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Carex,Wai-Chao Leong,0,0.00,0.00
Carex tristachya Thunb. var. pocilliformis (Boott) K?k.,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Carex,Wai-Chao Leong,0,0.00,0.00
Torulinium odoratum (L.) S. Hooper,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Torulinium,Wai-Chao Leong,0,24.72,121.82
Disporopsis pernyi (Hua) Diels,Plantae,植物界,Spermatophyta,,Monocotyledons,Liliales,百合目,LILIACEAE,百合科,Disporopsis,Wai-Chao Leong,0,24.39,121.36
Scleria levis Retz.,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Scleria,Wai-Chao Leong,0,0.00,0.00
Scleria laeviformis T. Tang & F. T. Wang,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Scleria,Wai-Chao Leong,0,0.00,0.00
Eleocharis tetraquetra Nees ex Wight,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Eleocharis,Wai-Chao Leong,0,0.00,0.00
Cyperus diffusus Vahl,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Cyperus,Wai-Chao Leong,0,0.00,0.00
Carex baccans Nees,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Carex,Wai-Chao Leong,0,0.00,0.00
Scirpus ternatanus Reinw. ex Miq.,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Scirpus,Wai-Chao Leong,0,0.00,0.00
Carex pumila Thunb.,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Carex,Wai-Chao Leong,0,25.04,121.92
Christella arida (D. Don) Holttum,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Christella,Wai-Chao Leong,0,24.63,121.56
Dictyocline griffithii Moore,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Dictyocline,Wai-Chao Leong,0,0.00,0.00
Cyclosorus subpubescens (Bl.) Ching,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Cyclosorus,Wai-Chao Leong,0,0.00,0.00
Christella parasitica (L.) Lev.,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Christella,Wai-Chao Leong,0,0.00,0.00
Cephalomanes laciniatum (Roxb.) DeVol,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,HYMENOPHYLLACEAE,膜蕨科,Cephalomanes,Wai-Chao Leong,0,0.00,0.00
Pronephrium cuspidatum (Bl.) Hollt.,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Pronephrium,Wai-Chao Leong,0,0.00,0.00
Cyperus nutans Vahl,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Cyperus,Wai-Chao Leong,0,0.00,0.00
Fimbristylis ovata (Burm. f.) J. Kern,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Fimbristylis,Wai-Chao Leong,0,0.00,0.00
Mecodium javanicum (Spreng.) Copel.,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,HYMENOPHYLLACEAE,膜蕨科,Mecodium,Wai-Chao Leong,0,0.00,0.00
Vandenboschia radicans (Sw.) Copel.,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,HYMENOPHYLLACEAE,膜蕨科,Vandenboschia,Wai-Chao Leong,0,0.00,0.00
Cyperus platystylis R. Br.,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Cyperus,Pi-Fong Lu,0,0.00,0.00
Cyclosorus griffithii (T. Moore) C. M. Kuo,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Cyclosorus,Chien-I Huang,0,24.69,121.54
Carex dickinsii Franch. & Sav.,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Carex,Chien-I Huang,0,24.64,121.72
Tricyrtis suzukii Masam.,Plantae,植物界,Spermatophyta,,Monocotyledons,Liliales,百合目,LILIACEAE,百合科,Tricyrtis,Chien-I Huang,0,24.13,121.59
Carex chrysolepis Franch. & Sav.,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Carex,Chien-I Huang,0,24.14,121.27
Pseudophegopteris subaurita (Tagawa) Ching,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Pseudophegopteris,Chien-I Huang,0,24.43,121.70
Rhynchospora corymbosa (L.) Britton,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Rhynchospora,Chien-I Huang,0,24.77,121.60
Cyperus pygmaeus Rottb.,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Cyperus,Chien-I Huang,0,24.72,121.78
Carex chinensis Retz.,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Carex,Chien-I Huang,0,25.19,121.51
Carex sociata Boott,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Carex,Chien-I Huang,0,25.09,121.73
Carex arisanensis Hayata,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Carex,Chien-I Huang,0,24.85,121.51
Carex formosensis H. L?v. & Vaniot,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Carex,Chien-I Huang,0,24.99,121.95
Carex bilateralis Hayata,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Carex,Chien-I Huang,0,24.17,121.51
Carex liuii T. Koyama & Chuang,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Carex,Chien-I Huang,0,24.17,121.28
Thelypteris uraiensis (Rosenst.) Ching,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Thelypteris,Ralf Knapp,0,24.77,121.50
Dictyocline griffithii Moore var. wilfordii (Hook.) Moore,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Dictyocline,Ralf Knapp,0,24.85,121.55
Parathelypteris castanea (Tagawa) Ching,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Parathelypteris,Ralf Knapp,0,24.99,121.67
Pseudophegopteris paludosa (Bl.) Ching,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Pseudophegopteris,Ralf Knapp,0,24.76,121.60
Abelia chinensis R. Brown var. ionandra (Hayata) Masam.,Plantae,植物界,Spermatophyta,,Dicotyledons,Dipsacales,續斷目,CAPRIFOLIACEAE,忍冬科,Abelia,Chien-I Huang,0,24.17,121.51
Lonicera acuminata Wall.,Plantae,植物界,Spermatophyta,,Dicotyledons,Dipsacales,續斷目,CAPRIFOLIACEAE,忍冬科,Lonicera,Chien-I Huang,0,24.17,121.51
Lonicera kawakamii (Hayata) Masam.,Plantae,植物界,Spermatophyta,,Dicotyledons,Dipsacales,續斷目,CAPRIFOLIACEAE,忍冬科,Lonicera,Chien-I Huang,0,24.39,121.43
Fimbristylis microcarya F. Muell. var. tainanensis (Ohwi) H. Y. Liu,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Fimbristylis,Shogo Okamoto,0,0.00,0.00
Fimbristylis littoralis Gaudich. var. koidzumiana (Ohwi) T. Koyama,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Fimbristylis,Urbain Faurie,0,0.00,0.00
Scleria sumatrensis Retz.,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Scleria,Urbain Faurie,0,0.00,0.00
Carex capillacea Boott,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Carex,Chien-I Huang,0,24.58,121.40
Disporum nantouense S. S. Ying,Plantae,植物界,Spermatophyta,,Monocotyledons,Liliales,百合目,LILIACEAE,百合科,Disporum,Chien-I Huang,0,24.59,121.41
Cyclosorus parasiticus (L.) Farw.,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Cyclosorus,Chien-I Huang,0,25.09,121.53
Carex caucasica Steven,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Carex,Chien-I Huang,0,23.47,120.95
Carex alopecuroides D. Don ex Tilloch & Taylor subsp. subtransversa (C. B. Clarke) T. Koyama,Plantae,植物界,Spermatophyta,,Monocotyledons,Poales,,CYPERACEAE,莎草科,Carex,Chien-I Huang,0,23.45,120.95
Callistopteris apiifolia (Presl.) Copel.,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,HYMENOPHYLLACEAE,膜蕨科,Callistopteris,Chien-I Huang,0,24.18,121.63
Viburnum erosum Thunb.,Plantae,植物界,Spermatophyta,,Dicotyledons,Dipsacales,續斷目,CAPRIFOLIACEAE,忍冬科,Viburnum,Chien-I Huang,0,24.24,121.64
Pseudophegopteris aurita (Hook.) Ching,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Pseudophegopteris,Ming-Jer Jung,0,0.00,0.00
Pseudophegopteris hirtirachis (C. Chr.) Holtt.,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,THELYPTERIDACEAE,金星蕨科,Pseudophegopteris,Ming-Jer Jung,0,0.00,0.00
Cephalomanes obscurum (Bl.) K. Iwats.,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Filicales,,HYMENOPHYLLACEAE,膜蕨科,Cephalomanes,Ming-Jer Jung,0,0.00,0.00
