資料日期,代號,名稱,成交股數,成交筆數,成交金額,成交價格,未成交買價,未成交買量,未成交賣價,未成交賣量
"1110628","3388","崇越電","115","3","8797","76.50","76.40","3220","76.50","1456"
"1110628","3390","旭軟","111","4","2346","21.15","21.15","1288","21.40","667"
"1110628","3402","漢科","20","1","838","41.90","41.75","3472","41.90","1700"
"1110628","3426","台興","0","0","0","0.00","37.65","1199","38.40","466"
"1110628","3434","哲固","0","0","0","0.00","27.05","2833","27.30","1419"
"1110628","3438","類比科","486","2","27216","56.00","56.00","3226","56.30","268"
"1110628","3441","聯一光","10","1","337","33.70","33.65","6576","33.70","418"
"1110628","3444","利機","30","2","1950","65.00","64.90","6342","65.00","568"
"1110628","3455","由田","123","3","9667","78.60","78.60","4146","79.10","582"
"1110628","3465","進泰電子","0","0","0","0.00","0.00","0","121.50","62"
"1110628","3466","致振","63","3","1514","24.05","24.05","2916","24.15","2233"
"1110628","3479","安勤","100","2","5640","56.40","56.40","2638","57.20","361"
"1110628","3483","力致","10","2","658","65.90","65.20","6985","65.90","1729"
"1110628","3484","崧騰","46","2","2566","55.80","55.20","3163","55.80","1241"
"1110628","3489","森寶","0","0","0","0.00","11.00","1199","11.10","600"
"1110628","3490","單井","22","3","572","26.00","25.95","1899","26.00","2105"
"1110628","3491","昇達科","110","6","17710","161.00","161.00","6601","162.00","1089"
"1110628","3492","長盛","0","0","0","0.00","17.30","1299","18.10","85"
"1110628","3498","陽程","0","0","0","0.00","25.10","1769","25.40","1346"
"1110628","3499","環天科","1","1","18","18.25","18.05","3255","18.25","1605"
"1110628","3508","位速","1445","33","60024","41.55","41.55","3758","42.90","149"
"1110628","3511","矽瑪","0","0","0","0.00","33.80","3049","34.00","1794"
"1110628","3512","皇龍","0","0","0","0.00","33.60","3699","34.15","448"
"1110628","3516","亞帝歐","0","0","0","0.00","16.00","1699","16.20","1390"
"1110628","3520","華盈","598","7","9625","16.10","16.10","1612","16.25","2299"
"1110628","3521","鴻翊","0","0","0","0.00","13.30","1199","13.55","36"
"1110628","3522","御頂","0","0","0","0.00","10.75","1783","10.90","760"
"1110628","3523","迎輝","144","6","1537","10.70","10.50","525","10.70","3607"
"1110628","3526","凡甲","440","10","64240","146.00","146.00","3772","147.00","370"
"1110628","3527","聚積","179","4","22463","125.50","125.50","6435","128.50","112"
"1110628","3529","力旺","21","3","25410","1210.00","1205.00","1871","1210.00","609"
"1110628","3531","先益","0","0","0","0.00","23.80","2199","24.20","222"
"1110628","3537","堡達","300","3","11774","39.25","39.25","1730","39.45","826"
"1110628","3540","曜越","0","0","0","0.00","29.05","7569","29.15","1573"
"1110628","3541","西柏","0","0","0","0.00","61.60","6033","62.00","2363"
"1110628","3546","宇峻","38","3","2929","77.10","76.80","7724","77.10","668"
"1110628","3548","兆利","32","1","2054","64.20","63.10","5698","64.20","180"
"1110628","3551","世禾","10","2","626","62.60","62.20","2714","62.60","409"
"1110628","3552","同致","195","9","32856","168.50","168.50","4777","170.00","1305"
"1110628","3555","重鵬","735","3","24438","33.25","33.25","2964","34.00","1890"
"1110628","3556","禾瑞亞","304","6","21644","71.20","71.00","4921","71.20","919"
"1110628","3558","神準","265","7","48230","182.00","182.00","4860","184.00","195"
"1110628","3564","其陽","250","2","7775","31.10","31.10","2449","31.20","1777"
"1110628","3567","逸昌","0","0","0","0.00","32.90","1729","33.30","980"
"1110628","3570","大塚","0","0","0","0.00","89.00","3698","90.40","12"
"1110628","3577","泓格","0","0","0","0.00","75.20","2699","75.60","594"
"1110628","3580","友威科","0","0","0","0.00","54.80","4092","55.00","981"
"1110628","3581","博磊","0","0","0","0.00","21.65","1199","22.05","356"
"1110628","3587","閎康","758","5","84896","112.00","112.00","3993","112.50","101"
"1110628","3594","磐儀","500","2","12000","24.00","24.00","2224","24.20","3788"
"1110628","3597","映興","0","0","0","0.00","23.85","1199","24.25","1019"
"1110628","3609","三一東林","0","0","0","0.00","53.80","1199","54.80","936"
"1110628","3611","鼎翰","100","4","17749","177.50","177.50","3375","179.00","236"
"1110628","3615","安可","0","0","0","0.00","18.55","52650","18.75","985"
"1110628","3623","富晶通","0","0","0","0.00","15.50","5480","15.75","795"
"1110628","3624","光頡","3437","27","218932","63.70","63.70","3002","63.80","1084"
"1110628","3625","西勝","1","1","18","18.40","17.90","3636","18.40","239"
"1110628","3628","盈正","169","8","7213","42.70","42.70","2351","44.80","44"
"1110628","3629","地心引力","0","0","0","0.00","46.40","2298","47.10","1195"
"1110628","3630","新鉅科","5","5","145","29.10","29.00","2700","29.10","1662"
"1110628","3631","晟楠","0","0","0","0.00","39.50","2104","39.65","1347"
"1110628","3632","研勤","1","1","10","10.30","10.05","1807","10.30","1037"
"1110628","3642","駿熠電","2","2","14","7.96","7.33","3","7.96","113"
"1110628","3646","艾恩特","0","0","0","0.00","26.05","1806","27.20","37"
"1110628","3652","精聯","2","1","41","20.80","20.80","2961","20.95","1856"
"1110628","3663","鑫科","120","3","4013","33.45","33.30","3187","33.45","577"
"1110628","3664","安瑞-KY","1","1","8","8.91","8.86","2427","8.91","2176"
"1110628","3666","光耀","0","0","0","0.00","27.05","2199","27.20","432"
"1110628","3672","康聯訊","0","0","0","0.00","35.60","2427","36.15","1526"
"1110628","3675","德微","24","6","6336","264.00","264.00","1799","264.50","220"
"1110628","3680","家登","80","4","17680","221.00","220.50","2858","221.00","1090"
"1110628","3684","榮昌","0","0","0","0.00","45.60","3320","46.40","1356"
"1110628","3685","元創精密","0","0","0","0.00","25.95","2243","26.00","223"
"1110628","3687","歐買尬","500","10","58500","117.00","117.00","4489","117.50","1330"
"1110628","3689","湧德","46","1","2012","43.75","43.75","4840","44.00","1915"
"1110628","3691","碩禾","530","6","80560","152.00","152.00","4340","153.00","1769"
"1110628","3693","營邦","0","0","0","0.00","48.20","2359","49.00","1748"
"1110628","3707","漢磊","1153","19","144125","125.00","124.50","6317","125.00","1656"
"1110628","3709","鑫聯大投控","33","1","960","29.10","29.10","463","29.55","942"
"1110628","3710","連展投控","562","8","7754","13.80","13.75","739","13.80","1202"
"1110628","3713","新晶投控","0","0","0","0.00","30.65","1204","31.00","1183"
"1110628","4102","永日","100","3","1773","17.75","17.75","4494","17.90","1169"
"1110628","4105","東洋","226","4","16498","73.00","72.80","4308","73.00","2063"
"1110628","4107","邦特","0","0","0","0.00","111.00","3366","112.00","990"
"1110628","4109","加捷生醫","0","0","0","0.00","14.25","4755","14.30","2209"
"1110628","4111","濟生","0","0","0","0.00","24.35","1938","24.55","2067"
"1110628","4113","聯上","0","0","0","0.00","12.90","3221","12.95","1699"
"1110628","4114","健喬","9453","52","303894","32.15","32.15","4365","32.20","9949"
"1110628","4116","明基醫","1017","20","79830","78.50","78.50","3764","81.00","17"
"1110628","4120","友華","0","0","0","0.00","34.20","1799","34.75","799"
"1110628","4121","優盛","900","6","18313","20.35","20.35","3091","21.50","47"
"1110628","4123","晟德","1667","16","100182","60.10","60.10","3643","60.20","4569"
"1110628","4126","太醫","213","5","15123","71.00","70.90","5227","71.00","2298"
"1110628","4127","天良","0","0","0","0.00","16.50","2193","16.55","404"
"1110628","4128","中天","1151","10","67677","58.80","58.80","13176","59.30","4417"
"1110628","4129","聯合","0","0","0","0.00","28.35","2818","28.55","3986"
"1110628","4129A","聯合甲特","0","0","0","0.00","42.35","4996","43.15","1998"
"1110628","4130","健亞","510","4","13260","26.00","25.95","4207","26.00","2555"
"1110628","4131","晶宇","789","4","13056","16.55","16.55","1621","17.00","3777"
"1110628","4138","曜亞","4","2","234","58.70","58.70","4033","60.00","518"
"1110628","4139","馬光-KY","0","0","0","0.00","42.45","2492","43.00","1730"
"1110628","4147","中裕","836","17","52078","62.30","62.30","3271","63.40","298"
"1110628","4153","鈺緯","152","1","4256","28.00","28.00","3396","28.30","2679"
"1110628","4154","樂威科-KY","777","1","34654","44.60","44.60","890","45.00","2575"
"1110628","4157","太景*-KY","599","12","10329","17.25","17.25","2010","17.45","855"
"1110628","4160","創源","28","2","692","24.75","24.65","2024","24.75","1433"
"1110628","4161","聿新科","0","0","0","0.00","25.15","2398","25.40","635"
"1110628","4162","智擎","1508","13","127723","84.70","84.70","22885","85.10","1062"
"1110628","4163","鐿鈦","3","3","264","88.00","87.70","3156","88.00","2455"
"1110628","4167","松瑞藥","1160","11","20181","17.40","17.40","3677","17.45","3348"
"1110628","4168","醣聯","90","2","2448","27.20","27.20","2609","28.75","108"
"1110628","4171","瑞基","884","32","81134","91.80","91.80","3349","96.70","163"
"1110628","4173","久裕","0","0","0","0.00","17.70","1945","17.75","178"
"1110628","4174","浩鼎","220","9","22549","102.50","102.50","5062","104.50","358"
"1110628","4175","杏一","1","1","71","71.90","71.90","3038","74.00","1153"
"1110628","4183","福永生技","0","0","0","0.00","18.00","1199","18.30","1175"
"1110628","4188","安克","0","0","0","0.00","16.10","2198","16.25","1137"
"1110628","4192","杏國","387","3","11589","29.95","29.95","1397","31.60","333"
"1110628","4198","欣大健康","0","0","0","0.00","5.11","1202","0.00","0"
"1110628","4205","中華食","171","13","17955","105.00","104.50","4750","105.00","1385"
"1110628","4207","環泰","30","1","439","14.65","14.60","2589","14.65","938"
"1110628","4303","信立","0","0","0","0.00","23.00","3239","23.10","1032"
"1110628","4304","勝昱","0","0","0","0.00","8.10","1299","8.33","496"
"1110628","4305","世坤","0","0","0","0.00","29.70","700","30.30","287"
"1110628","4401","東隆興","50","1","1475","29.50","29.00","1199","29.50","671"
"1110628","4402","福大","82","2","971","11.85","11.80","643","11.85","697"
"1110628","4406","新昕纖","0","0","0","0.00","9.92","1680","10.05","245"
"1110628","4413","飛寶企業","150","2","2287","15.25","15.25","1659","15.45","152"
"1110628","4416","三圓","0","0","0","0.00","87.60","1699","89.30","583"
"1110628","4417","金洲","0","0","0","0.00","34.00","4570","34.45","1557"
"1110628","4419","元勝","0","0","0","0.00","0.00","0","9.20","14"
"1110628","4420","光明","0","0","0","0.00","30.45","700","31.45","99"
"1110628","4430","耀億","0","0","0","0.00","23.45","2577","24.30","2040"
"1110628","4432","銘旺實","0","0","0","0.00","15.65","3702","15.80","282"
"1110628","4433","興采","0","0","0","0.00","29.05","2138","29.30","918"
"1110628","4502","健信","66","1","2494","37.80","37.80","634","38.15","1469"
"1110628","4503","金雨","250","3","11312","45.25","44.85","3699","45.25","1472"
"1110628","4506","崇友","248","2","17980","72.50","72.10","3698","72.50","1692"
"1110628","4510","高鋒","300","2","3284","10.95","10.95","3920","11.15","294"
"1110628","4513","福裕","0","0","0","0.00","18.85","1700","19.10","1691"
"1110628","4523","永彰","0","0","0","0.00","28.70","1199","29.50","1385"
"1110628","4527","方土霖","50","1","1320","26.40","26.40","2669","26.50","879"
"1110628","4528","江興鍛","0","0","0","0.00","37.25","1702","37.45","413"
"1110628","4529","淳紳","0","0","0","0.00","12.25","1209","12.30","776"
"1110628","4530","宏易","0","0","0","0.00","7.99","804","8.04","1271"
"1110628","4533","協易機","0","0","0","0.00","11.05","1962","11.20","1087"
"1110628","4534","慶騰","0","0","0","0.00","9.89","1915","10.15","97"
"1110628","4535","至興","0","0","0","0.00","35.35","2198","35.60","2752"
"1110628","4538","大詠城","50","1","942","18.85","18.55","2198","18.85","852"
"1110628","4541","晟田","1","1","27","27.75","27.75","4385","28.05","142"
"1110628","4542","科嶠","0","0","0","0.00","25.90","1199","26.45","1748"
"1110628","4543","萬在","200","3","4000","20.00","20.00","1249","20.30","154"
"1110628","4549","桓達","0","0","0","0.00","85.00","4218","87.90","542"
"1110628","4550","長佳","0","0","0","0.00","21.65","2154","21.80","932"
"1110628","4554","橙的","0","0","0","0.00","32.50","1459","32.70","441"
"1110628","4556","旭然","0","0","0","0.00","30.70","1199","31.00","1603"
"1110628","4558","寶緯","0","0","0","0.00","0.00","0","42.25","25"
"1110628","4561","健椿","0","0","0","0.00","25.70","2198","26.15","724"
"1110628","4563","百德","0","0","0","0.00","32.25","2733","32.65","532"
"1110628","4568","科際精密","0","0","0","0.00","65.40","2198","66.80","21"
"1110628","4577","達航科技","0","0","0","0.00","0.00","0","32.90","30"
"1110628","4580","捷流閥業","0","0","0","0.00","88.40","2311","89.00","376"
"1110628","4609","唐鋒","0","0","0","0.00","8.16","100","9.00","792"
"1110628","4702","中美實","144","3","2094","14.55","14.50","2049","14.55","903"
"1110628","4706","大恭","0","0","0","0.00","17.75","1199","18.05","176"
"1110628","4707","磐亞","751","6","9722","12.95","12.90","5383","12.95","1986"
"1110628","4711","永純","78","2","1248","16.00","16.00","2228","16.10","136"
"1110628","4712","南璋","5","1","25","5.18","4.99","2","5.18","379"
"1110628","4714","永捷","18","2","237","13.20","13.15","4054","13.20","1994"
"1110628","4716","大立","0","0","0","0.00","14.95","2026","15.55","3"
"1110628","4721","美琪瑪","1020","13","132600","130.00","130.00","4597","130.50","53"
"1110628","4726","永昕","3","1","123","41.00","40.80","2184","41.00","519"
"1110628","4728","雙美","4","3","477","119.50","119.00","2704","119.50","1001"
"1110628","4729","熒茂","0","0","0","0.00","10.50","1699","11.10","699"
"1110628","4735","豪展","0","0","0","0.00","34.75","3876","36.30","257"
"1110628","4736","泰博","106","5","21358","201.50","200.50","3512","201.50","822"
"1110628","4741","泓瀚","0","0","0","0.00","24.10","1299","24.50","1636"
"1110628","4743","合一","2204","26","418760","190.00","189.50","8698","190.00","1054"
"1110628","4744","皇將","1","1","26","26.00","25.65","2198","26.00","44"
"1110628","4745","合富-KY","66","1","1699","25.75","25.75","4727","25.95","1936"
"1110628","4747","強生","0","0","0","0.00","0.00","0","31.65","581"
"1110628","4754","國碳科","249","9","9620","38.65","38.65","2991","39.35","2163"
"1110628","4760","勤凱","0","0","0","0.00","65.40","3993","66.00","558"
"1110628","4767","誠泰科技","0","0","0","0.00","27.50","15","29.50","36"
"1110628","4768","晶呈科技","40","2","5980","149.50","149.50","1576","0.00","0"
"1110628","4804","大略-KY","140","2","1827","13.05","12.95","1260","13.05","465"
"1110628","4806","昇華","79","73","717","9.87","9.79","5","9.87","54"
"1110628","4903","聯光通","21","1","221","10.55","10.55","6226","11.30","346"
"1110628","4905","台聯電","0","0","0","0.00","51.50","2198","52.50","829"
"1110628","4907","富宇","0","0","0","0.00","24.45","2198","24.60","1285"
"1110628","4908","前鼎","0","0","0","0.00","37.50","3898","37.90","579"
"1110628","4909","新復興","399","11","6861","17.20","17.20","2689","18.05","55"
"1110628","4911","德英","246","4","14514","59.00","56.00","250","59.00","363"
"1110628","4923","力士","0","0","0","0.00","61.10","79","63.60","2012"
"1110628","4924","欣厚-KY","0","0","0","0.00","14.65","1026699","0.00","0"
"1110628","4931","新盛力","144","5","5542","38.50","38.50","3696","38.70","128"
"1110628","4933","友輝","0","0","0","0.00","36.90","1849","37.05","1058"
"1110628","4939","亞電","101","3","1908","18.90","18.90","4579","19.00","750"
"1110628","4944","兆遠","0","0","0","0.00","9.66","2782","10.15","467"
"1110628","4945","陞達科技","0","0","0","0.00","66.60","1220","69.70","353"
"1110628","4946","辣椒","0","0","0","0.00","62.20","3476","62.60","1227"
"1110628","4950","牧東","0","0","0","0.00","24.10","1699","24.40","907"
"1110628","4953","緯軟","0","0","0","0.00","79.00","5344","79.40","237"
"1110628","4966","譜瑞-KY","62","10","75640","1220.00","1220.00","1511","1230.00","1428"
"1110628","4971","IET-KY","0","0","0","0.00","71.60","4460","72.20","1683"
"1110628","4972","湯石照明","40","1","1198","29.95","29.95","2038","31.30","83"
"1110628","4973","廣穎","2","2","40","20.20","20.20","2695","20.55","703"
"1110628","4974","亞泰","0","0","0","0.00","52.40","4002","53.50","1330"
"1110628","4979","華星光","435","2","8090","18.60","18.60","4627","18.80","2102"
"1110628","4987","科誠","0","0","0","0.00","60.30","2198","61.40","1293"
"1110628","4991","環宇-KY","0","0","0","0.00","35.25","1249","35.60","1694"
"1110628","4995","晶達","50","1","1740","34.80","34.80","4855","35.55","733"
"1110628","5009","榮剛","90","3","2322","25.80","25.80","2270","26.00","585"
"1110628","5011","久陽","0","0","0","0.00","27.70","1246","27.75","1058"
"1110628","5013","強新","0","0","0","0.00","33.30","2342","33.80","1678"
"1110628","5014","建錩","34","3","603","17.80","17.70","3110","17.80","907"
"1110628","5015","華祺","50","1","2170","43.40","43.35","3707","43.40","388"
"1110628","5016","松和","0","0","0","0.00","32.40","776","34.00","27"
"1110628","5102","富強","0","0","0","0.00","24.50","2199","24.85","1143"
"1110628","5201","凱衛","0","0","0","0.00","28.20","2894","28.30","1599"
"1110628","5202","力新","0","0","0","0.00","18.00","3192","18.20","1863"
"1110628","5205","中茂","160","1","3776","23.60","23.60","2139","23.70","1447"
"1110628","5206","坤悅","0","0","0","0.00","13.70","1199","13.80","1285"
"1110628","5209","新鼎","17","2","1228","72.30","72.30","1336","73.20","714"
"1110628","5210","寶碩","201","5","4198","20.90","20.90","3529","21.00","823"
"1110628","5211","蒙恬","0","0","0","0.00","17.00","4095","17.15","664"
"1110628","5212","凌網","0","0","0","0.00","46.00","1699","46.70","273"
"1110628","5213","亞昕","54","2","1246","23.10","23.10","3752","23.25","1191"
"1110628","5220","萬達光電","0","0","0","0.00","33.15","1199","33.75","177"
"1110628","5223","安力-KY","0","0","0","0.00","47.25","1199","50.00","390"
"1110628","5227","立凱-KY","900","11","64437","71.60","71.60","4725","72.00","1122"
"1110628","5228","鈺鎧","50","1","1105","22.10","22.05","1822","22.10","986"
"1110628","5230","雷笛克光學","0","0","0","0.00","23.05","1700","23.10","102"
"1110628","5236","凌陽創新","246","2","25707","104.50","104.50","1548","108.50","137"
"1110628","5245","智晶","551","5","39121","71.00","70.60","2229","71.00","932"
"1110628","5251","天鉞電","230","6","3689","16.05","16.00","1749","16.05","376"
"1110628","5263","智崴","101","3","11312","112.00","110.50","2701","112.00","444"
"1110628","5272","笙科","245","2","9187","37.50","37.50","4093","37.65","1205"
"1110628","5274","信驊","277","10","594165","2145.00","2145.00","646","2160.00","373"
"1110628","5276","達輝-KY","32","1","475","14.85","14.70","1199","14.85","2312"
"1110628","5278","尚凡","0","0","0","0.00","234.00","1356","242.50","14"
"1110628","5281","大峽谷-KY","0","0","0","0.00","19.00","1199","0.00","0"
"1110628","5287","數字","0","0","0","0.00","200.00","1469","200.50","428"
"1110628","5289","宜鼎","11","1","1864","169.50","169.50","2814","175.50","2004"
"1110628","5291","邑昇","0","0","0","0.00","37.60","2704","37.70","665"
"1110628","5299","杰力","0","0","0","0.00","155.00","6794","157.00","478"
"1110628","5301","寶得利","0","0","0","0.00","11.95","810","12.65","79"
"1110628","5302","太欣","0","0","0","0.00","9.94","2253","10.00","579"
"1110628","5309","系統電","1709","20","75617","44.25","44.25","2890","44.30","838"
"1110628","5310","天剛","0","0","0","0.00","26.50","800","27.35","1836"
"1110628","5312","寶島科","0","0","0","0.00","63.10","2795","63.50","1087"
"1110628","5314","世紀","2","2","8","4.49","4.49","1","0.00","0"
"1110628","5315","光聯","95","3","1642","17.30","17.25","1726","17.30","654"
"1110628","5321","美而快","1015","9","101296","99.80","99.80","7372","102.50","929"
"1110628","5324","士開","22","1","202","9.19","9.19","1377","9.28","1138"
"1110628","5328","華容","0","0","0","0.00","10.15","2511","10.30","1342"
"1110628","5340","建榮","0","0","0","0.00","29.80","2675","29.85","817"
"1110628","5344","立衛","833","10","17992","21.60","21.50","1199","21.60","352"
"1110628","5345","天揚","0","0","0","0.00","0.00","0","5.78","483"
"1110628","5347","世界","481","16","39870","82.90","82.90","8971","83.60","5035"
"1110628","5348","系通","250","2","2374","9.50","9.50","1004","10.00","185"
"1110628","5351","鈺創","280","12","16657","59.50","59.50","3860","59.60","2166"
"1110628","5353","台林","0","0","0","0.00","23.15","524700","0.00","0"
"1110628","5355","佳總","11","3","68","6.31","6.23","5194","6.31","1400"
"1110628","5356","協益","0","0","0","0.00","23.35","2199","23.55","1466"
"1110628","5364","力麗店","0","0","0","0.00","20.30","1299","20.40","2269"
"1110628","5371","中光電","105","3","5985","57.00","56.60","5891","57.00","4421"
"1110628","5381","合正","957","2","5474","5.72","5.72","642","5.88","370"
"1110628","5383","金利","311","4","9592","30.85","30.85","1940","31.00","1132"
"1110628","5386","青雲","30","3","1029","34.35","34.35","1212","34.70","688"
"1110628","5392","能率","1232","26","24814","20.15","20.10","3054","20.15","639"
"1110628","5398","慕康生醫","0","0","0","0.00","18.90","1846","19.05","807"
"1110628","5403","中菲","0","0","0","0.00","70.60","2562","70.70","1285"
"1110628","5410","國眾","0","0","0","0.00","25.20","2191","25.30","641"
"1110628","5425","台半","1172","15","98677","84.20","84.20","6724","88.40","12"
"1110628","5426","振發","542","6","5962","11.00","10.95","3114","11.00","115"
"1110628","5432","新門","10","1","383","38.30","37.95","3014","38.30","1120"
"1110628","5438","東友","3","3","42","14.55","14.55","3660","14.70","889"
"1110628","5439","高技","977","6","42988","44.00","44.00","1852","44.50","1385"
"1110628","5443","均豪","0","0","0","0.00","26.80","3767","26.85","1440"
"1110628","5450","南良","10","1","173","17.35","17.20","3734","17.35","1837"
"1110628","5452","佶優","454","8","7056","15.55","15.50","2698","15.55","1208"
"1110628","5455","昇益","1","1","25","25.75","25.75","3646","27.50","1358"
"1110628","5457","宣德","0","0","0","0.00","55.80","2914","56.10","503"
"1110628","5460","同協","145","2","1754","12.10","12.00","2199","12.10","1868"
"1110628","5464","霖宏","0","0","0","0.00","25.60","3925763","0.00","0"
"1110628","5465","富驊","0","0","0","0.00","15.80","1399","15.95","1883"
"1110628","5468","凱鈺","70","1","1977","28.25","28.25","2366","28.55","1056"
"1110628","5474","聰泰","600","8","48298","80.50","80.50","4462","80.80","2047"
"1110628","5475","德宏","1350","7","22543","16.70","16.70","531079","0.00","0"
"1110628","5478","智冠","0","0","0","0.00","79.00","4009","80.00","1249"
"1110628","5481","新華","137","2","1650","12.05","12.05","3334","12.40","465"
"1110628","5483","中美晶","552","9","81696","148.00","147.50","10010","148.00","1494"
"1110628","5487","通泰","0","0","0","0.00","30.15","1805","30.45","2154"
"1110628","5488","松普","122","2","1072","8.80","8.80","4974","8.85","1350"
"1110628","5489","彩富","0","0","0","0.00","34.20","700","34.75","2723"
"1110628","5490","同亨","0","0","0","0.00","26.00","4076","26.10","85"
"1110628","5493","三聯","0","0","0","0.00","48.00","2538","48.45","1702"
"1110628","5498","凱崴","182","1","1892","10.40","10.40","3794","10.50","1547"
"1110628","5508","永信建","410","8","28164","68.70","68.70","6309","69.10","252"
"1110628","5511","德昌","311","1","9454","30.40","30.40","2387","30.75","815"
"1110628","5512","力麒","1010","4","8786","8.70","8.70","2783","8.76","145"
"1110628","5514","三豐","0","0","0","0.00","18.70","1626","18.95","1839"
"1110628","5516","雙喜","0","0","0","0.00","17.30","1016","17.45","1223"
"1110628","5520","力泰","0","0","0","0.00","55.70","3682","56.50","239"
"1110628","5523","豐謙","200","2","5579","27.90","27.90","1677","28.55","1527"
"1110628","5529","鉅陞","0","0","0","0.00","14.20","3445","14.35","3821"
"1110628","5530","龍巖","0","0","0","0.00","43.25","3208","43.30","705"
"1110628","5536","聖暉","105","7","21105","201.00","191.50","8047","201.00","1712"
"1110628","5543","桓鼎-KY","0","0","0","0.00","57.10","3167","57.70","620"
"1110628","5601","台聯櫃","0","0","0","0.00","36.80","1124","37.45","909"
"1110628","5603","陸海","130","5","5250","40.40","39.20","1833","40.40","2213"
"1110628","5604","中連","1","1","63","63.50","63.50","3085","65.80","30"
"1110628","5609","中菲行","1160","13","86186","74.30","74.30","3894","75.10","139"
"1110628","5701","劍湖山","1150","7","3460","3.01","3.01","1475","3.14","1740"
"1110628","5703","亞都","0","0","0","0.00","18.70","1249","19.05","6"
"1110628","5704","老爺知","0","0","0","0.00","34.30","2700","34.95","188"
"1110628","5820","日盛金","1812","9","22012","12.15","12.15","3026610","12.20","16432"
"1110628","5864","致和證","200","3","2299","11.50","11.45","5454","11.50","2284"
"1110628","5878","台名","0","0","0","0.00","47.00","1557","47.40","402"
"1110628","5902","德記","0","0","0","0.00","26.90","1011","27.00","265"
"1110628","5903","全家","30","1","5730","191.00","188.50","2656","191.00","2369"
"1110628","5904","寶雅","554","32","174510","315.00","315.00","1584","315.50","2692"
"1110628","5905","南仁湖","0","0","0","0.00","12.65","2032","13.05","2573"
"1110628","6015","宏遠證","378","6","5103","13.50","13.50","3431","13.60","1126"
"1110628","6016","康和證","943","7","12114","12.85","12.85","5453","12.95","996"
"1110628","6020","大展證","50","1","940","18.80","18.80","2270","18.95","1563"
"1110628","6021","美好證","0","0","0","0.00","20.20","1699","20.50","1170"
"1110628","6023","元大期","110","3","5131","46.65","46.65","2298","46.80","1768"
"1110628","6026","福邦證","679","4","11066","16.30","16.30","5358","16.35","1634"
"1110628","6101","寬魚國際","35","2","673","19.25","19.10","1199","19.25","1714"
"1110628","6103","合邦","0","0","0","0.00","5.49","2","5.80","999"
"1110628","6104","創惟","1963","32","294450","150.00","149.50","4405","150.00","1844"
"1110628","6109","亞元","611","3","7972","13.05","13.00","5841","13.05","1510"
"1110628","6111","大宇資","62","1","5022","81.00","81.00","3560","81.80","377"
"1110628","6113","亞矽","105","3","2088","19.90","19.85","1204","19.90","1070"
"1110628","6114","久威","2","1","47","23.80","23.60","3700","23.80","650"
"1110628","6118","建達","725","9","20841","28.75","28.75","3900","29.00","95"
"1110628","6121","新普","660","6","180180","273.00","272.00","9271","273.00","6236"
"1110628","6122","擎邦","150","2","2565","17.10","17.10","3698","17.15","960"
"1110628","6123","上奇","220","3","11506","52.30","52.30","3915","52.50","1965"
"1110628","6124","業強","0","0","0","0.00","24.30","700","24.50","1510"
"1110628","6125","廣運","4066","27","124613","30.65","30.55","6030","30.65","1480"
"1110628","6126","信音","0","0","0","0.00","21.10","3814","21.90","45"
"1110628","6127","九豪","1","1","19","19.00","18.80","1951","19.00","471"
"1110628","6129","普誠","356","7","12104","34.00","34.00","9969","34.20","299"
"1110628","6130","星寶國際","106","1","4876","46.00","46.00","1660","46.80","2396"
"1110628","6134","萬旭","0","0","0","0.00","24.95","2936","25.30","2899"
"1110628","6138","茂達","31","3","4851","156.50","156.50","4823","158.00","451"
"1110628","6140","訊達","351","4","6669","19.00","18.75","3690","19.00","900"
"1110628","6143","振曜","724","7","43944","60.70","60.50","3793","60.70","1205"
"1110628","6144","得利影","1","1","14","14.25","14.25","1694","14.45","1717"
"1110628","6146","耕興","200","3","35600","178.00","176.50","4983","178.00","2821"
"1110628","6147","頎邦","558","7","35712","64.00","64.00","8721","65.50","540"
"1110628","6148","驊宏資","0","0","0","0.00","12.50","3604","12.60","523"
"1110628","6150","撼訊","20","1","1610","80.50","80.50","3142","82.20","93"
"1110628","6151","晉倫","50","1","1300","26.00","26.00","2704","26.25","342"
"1110628","6154","順發","0","0","0","0.00","16.95","1628","17.05","1499"
"1110628","6156","松上","651","2","10904","16.75","16.75","5169","16.90","1235"
"1110628","6158","禾昌","0","0","0","0.00","30.70","2645","30.80","1413"
"1110628","6160","欣技","0","0","0","0.00","14.00","1699","14.60","999"
"1110628","6161","捷波","50","1","1312","26.25","26.25","2948","26.65","785"
"1110628","6163","華電網","6","1","89","14.85","14.85","3722","14.90","1425"
"1110628","6167","久正","294","2","3733","12.70","12.60","5286","12.70","1022"
"1110628","6169","昱泉","0","0","0","0.00","20.80","1044","21.00","619"
"1110628","6170","統振","392","6","11444","29.20","29.20","2654","29.65","1708"
"1110628","6171","大城地產","0","0","0","0.00","28.90","2299","29.00","1088"
"1110628","6173","信昌電","1","1","44","44.45","42.70","4530","44.45","375"
"1110628","6174","安碁","516","5","14291","27.70","27.70","2027","27.80","1361"
"1110628","6175","立敦","0","0","0","0.00","34.45","1844","34.75","31"
"1110628","6179","亞通","70","3","1946","27.80","27.80","3834","27.85","1274"
"1110628","6180","橘子","0","0","0","0.00","65.20","6074","65.70","1460"
