項次,行政區,分局,名稱,里別,地址,地下層數位址,容納人數,座標X,座標Y,場所名稱,,
3964,內湖區,內湖分局,一般住宅,石潭里,臺北市內湖區南京東路六段451巷57號,3,2258,121.586769,25.061902,華固i-PARK公寓大廈,,
3965,內湖區,內湖分局,一般住宅,石潭里,臺北市內湖區南京東路六段461號,3,1766,121.587526,25.061015,遠雄曼哈頓科技中心,,
3966,內湖區,內湖分局,一般住宅,石潭里,臺北市內湖區行善路383巷27號,1,1259,121.58635,25.063935,新潤悅峰公寓大廈,,
3967,內湖區,內湖分局,一般住宅,石潭里,臺北市內湖區石潭路27號,1,1616,121.586063,25.06285,遠雄藝朗,,
3968,內湖區,內湖分局,一般住宅,石潭里,臺北市內湖區南京東路六段451巷15號,1、2,3064,121.587228,25.061243,蓮園寬藏大廈,,
3969,內湖區,內湖分局,一般住宅,石潭里,臺北市內湖區金莊路88號,3,2111,121.587284,25.0635,領袖社區,,
3970,內湖區,內湖分局,一般住宅,石潭里,臺北市內湖區金豐街52號,1,1755,121.58692,25.065394,合康捷境大廈,,
3971,內湖區,內湖分局,一般住宅,石潭里,臺北市內湖區民權東路六段180巷152號,4,3965,121.591969,25.065183,優聖美地公寓大廈,,
3972,內湖區,內湖分局,一般住宅,石潭里,臺北市內湖區行善路417巷28號,1,1188,121.586538,25.064463,峰哲社區,,
3973,內湖區,內湖分局,一般住宅,石潭里,臺北市內湖區金莊路100號,1,3311,121.587446,25.064059,VICTOR嘉醴,,
3974,內湖區,內湖分局,一般住宅,石潭里,臺北市內湖區民權東路六段190巷75弄28號,1,1198,121.59528,25.064879,勤家樸樹,,
3975,內湖區,內湖分局,一般住宅,石潭里,臺北市內湖區石潭路133號,2,3737,121.589124,25.063604,內湖V-PARKA棟,,
3976,內湖區,內湖分局,一般住宅,石潭里,臺北市內湖區石潭路133號,2,6274,121.589124,25.063604,內湖V-PARKC棟,,
3977,內湖區,內湖分局,一般住宅,石潭里,臺北市內湖區行善路385號,1,1951,121.585603,25.063912,新潤城峰,,
3978,內湖區,內湖分局,一般住宅,石潭里,臺北市內湖區南京東路六段370號,3,4313,121.586806,25.059301,台北企業總部園區A1棟,,
3979,內湖區,內湖分局,一般住宅,石潭里,臺北市內湖區南京東路六段370號,3,3911,121.586806,25.059301,台北企業總部園區A2棟,,
3980,內湖區,內湖分局,一般住宅,石潭里,臺北市內湖區南京東路六段370號,3,4532,121.586806,25.059301,台北企業總部園區A3棟,,
3981,內湖區,內湖分局,一般住宅,石潭里,臺北市內湖區南京東路六段370號,3,4691,121.586806,25.059301,台北企業總部園區A4棟,,
3982,內湖區,內湖分局,一般住宅,石潭里,臺北市內湖區南京東路六段370號,3,4394,121.586806,25.059301,台北企業總部園區A5棟,,
3983,內湖區,內湖分局,一般住宅,石潭里,臺北市內湖區行善路451號,1,5715,121.586036,25.065369,寶佳潭美大樓,,
3984,內湖區,內湖分局,一般住宅,石潭里,臺北市內湖區新明路108號,3,965,121.589284,25.059514,富比世社區,,
3985,內湖區,內湖分局,一般住宅,石潭里,臺北市內湖區潭美街399號,2,1695,121.59287,25.060887,中國信託科技大樓,,
3986,內湖區,內湖分局,一般住宅,石潭里,臺北市內湖區民權東路六段180巷90號,1,957,121.592448,25.065676,聯勤三喜公寓大廈,,
3987,內湖區,內湖分局,一般住宅,石潭里,臺北市內湖區南京東路六段497號,1,1600,121.588391,25.061543,南京賦公寓大廈,,
3988,內湖區,內湖分局,一般住宅,石潭里,臺北市內湖區安康路22巷33號,4,5784,121.59406,25.061402,中國信託行政大樓廠辦棟,,
3989,內湖區,內湖分局,一般住宅,石潭里,臺北市內湖區潭美街477號,1、2,1284,121.595699,25.060994,六福環河通商大樓,,
3990,內湖區,內湖分局,一般住宅,石潭里,臺北市內湖區石潭路58號,1,2118,121.586586,25.062418,三商美邦內湖大樓,,
3991,內湖區,內湖分局,一般住宅,安泰里,臺北市內湖區安泰街125巷32號,1,942,121.61705,25.077255,大湖青田青山社區,,
3992,內湖區,內湖分局,一般住宅,安泰里,臺北市內湖區安泰街17號,1,824,121.61892,25.073484,寬庭公寓大廈,,
3993,內湖區,內湖分局,一般住宅,安泰里,臺北市內湖區安泰街91號,1,1989,121.616781,25.076685,綠之湖社區,,
3994,內湖區,內湖分局,一般住宅,安泰里,臺北市內湖區安泰街114巷21號,1,1236,121.616558,25.077587,大湖晴山公寓大樓,,
3995,內湖區,內湖分局,一般住宅,安泰里,臺北市內湖區安泰街114巷30號,1,1109,121.616091,25.077532,大湖晴朗社區,,
3996,內湖區,內湖分局,一般住宅,安湖里,臺北市內湖區東湖路118號,2,2825,121.615917,25.068211,永泰金城A區公寓大廈,,
3997,內湖區,內湖分局,一般住宅,安湖里,臺北市內湖區東湖路43巷26弄9號,1,470,121.61381,25.070077,明湖青庭,,
3998,內湖區,內湖分局,一般住宅,安湖里,臺北市內湖區東湖路33巷6號,1,1706,121.613388,25.069282,百荷千曜,,
3999,內湖區,內湖分局,一般住宅,行善里,臺北市內湖區南京東路六段93號,1,24732,121.577023,25.055332,麥帥新城,,
4000,內湖區,內湖分局,一般住宅,行善里,臺北市內湖區行善路3號,1,27649,121.575002,25.05573,台北市行善公寓大廈,,
4001,內湖區,內湖分局,一般住宅,行善里,臺北市內湖區新明路451巷33號,1,652,121.580566,25.054154,河畔新貴大廈,,
4002,內湖區,內湖分局,一般住宅,行善里,臺北市內湖區新明路498巷9號,2,3025,121.577916,25.05378,東天廈,,
4003,內湖區,內湖分局,一般住宅,週美里,台北市內湖區南京東路六段143號,1,1022,121.5789,25.056358,南京花園大廈,,
4004,內湖區,內湖分局,一般住宅,行善里,臺北市內湖區南京東路六段148號,1,1878,121.578849,25.055209,京品社區,,
4005,內湖區,內湖分局,一般住宅,行善里,臺北市內湖區潭美街117號,1,1115,121.579415,25.053754,上河曼哈頓公寓大廈,,
4006,內湖區,內湖分局,一般住宅,行善里,臺北市內湖區新明路498巷14弄6號,1,1029,121.577601,25.053872,夢想家〈美夢區〉社區,,
4007,內湖區,內湖分局,一般住宅,行善里,臺北市內湖區新明路498巷14弄3號,1,856,121.577572,25.054016,夢想家〈圓夢區〉社區,,
4008,內湖區,內湖分局,一般住宅,行善里,臺北市內湖區潭美街79號,1,570,121.578114,25.05347,講潭舍公寓大廈,,
4009,內湖區,內湖分局,一般住宅,行善里,臺北市內湖區新明路428巷1號,1,2022,121.579268,25.054518,翔譽愛力大樓,,
4010,內湖區,內湖分局,一般住宅,行善里,臺北市內湖區南京東路六段78號,1,1538,121.576877,25.054199,福一潭美社區,,
4011,內湖區,內湖分局,一般住宅,西安里,臺北市內湖區內湖路一段91巷55號,2,1900,121.562575,25.088663,楓頌大直社區,,
4012,內湖區,內湖分局,一般住宅,西安里,臺北市內湖區內湖路一段91巷102弄18號,1,1064,121.56395,25.087592,大直晶點公寓大廈,,
4013,內湖區,內湖分局,一般住宅,西安里,臺北市內湖區內湖路一段91巷126號,1,233,121.562743,25.08829,天頌,,
4014,內湖區,內湖分局,一般住宅,西安里,臺北市內湖區文湖街31號,2,2931,121.561235,25.086625,忠泰大美社區,,
4015,內湖區,內湖分局,一般住宅,西安里,臺北市內湖區內湖路一段91巷102號,1,454,121.562876,25.087619,益大元墅大廈,,
4016,內湖區,內湖分局,一般住宅,西康里,臺北市內湖區內湖路一段118號,3,1092,121.56328,25.083188,國際財星大樓,,
4017,內湖區,內湖分局,一般住宅,西康里,臺北市內湖區堤頂大道二段475號,4,4610,121.56227,25.081817,海德堡科技中心,,
4018,內湖區,內湖分局,一般住宅,西康里,臺北市內湖區內湖路一段120巷13號,3,2099,121.562718,25.082443,聖立科技公寓大廈,,
4019,內湖區,內湖分局,一般住宅,西康里,臺北市內湖區文湖街2號,1,3106,121.560468,25.085754,文湖,,
4020,內湖區,內湖分局,一般住宅,西康里,臺北市內湖區文湖街21巷112弄23號,2,2584,121.560728,25.091213,綠堡大直社區,,
4021,內湖區,內湖分局,一般住宅,西康里,臺北市內湖區堤頂大道二段407巷20弄39號,3,1035,121.562788,25.081795,日內瓦科技中心,,
4022,內湖區,內湖分局,一般住宅,西康里,臺北市內湖區文湖街21巷112弄6號,1,811,121.560086,25.090903,大直新貴大廈,,
4023,內湖區,內湖分局,一般住宅,西康里,臺北市內湖區內湖路一段91巷17號,2,4450,121.561958,25.085851,臺灣營運發展中心,,
4024,內湖區,內湖分局,一般住宅,西康里,臺北市內湖區內湖路一段155號,2,1573,121.562834,25.083829,南山西湖大樓,,
4025,內湖區,內湖分局,一般住宅,西康里,臺北市內湖區文湖街21巷82弄6號,2,1333,121.560588,25.089175,大直君堡社區,,
4026,內湖區,內湖分局,一般住宅,西康里,臺北市內湖區文湖街7號,1,405,121.559833,25.085335,麗鑽大廈,,
4027,內湖區,內湖分局,一般住宅,西康里,臺北市內湖區環山路一段48號,2,2663,121.565092,25.086126,大直之星,,
4028,內湖區,內湖分局,一般住宅,西康里,臺北市內湖區文湖街21巷98弄6號,1,600,121.560124,25.09061,美麗GOGO,,
4029,內湖區,內湖分局,一般住宅,西康里,臺北市內湖區文湖街12號,2,9037,121.56093,25.085715,太陽科技廣場,,
4030,內湖區,內湖分局,一般住宅,西康里,臺北市內湖區文湖街21巷112弄1號,3,1965,121.55998,25.091016,美麗華富境社區,,
4031,內湖區,內湖分局,一般住宅,西康里,臺北市內湖區內湖路一段66號,1,3912,121.562303,25.083666,長虹旗艦科技大樓,,
4032,內湖區,內湖分局,一般住宅,西康里,臺北市內湖區堤頂大道二段407巷20弄35號,1,392,121.562869,25.081668,新貴科技中心,,
4033,內湖區,內湖分局,一般住宅,西康里,臺北市內湖區文湖街88號,3,1900,121.565451,25.086331,新鳳翔大廈,,
4034,內湖區,內湖分局,一般住宅,西康里,臺北市內湖區堤頂大道二段497號,1,1235,121.561869,25.082844,大直上城社區,,
4035,內湖區,內湖分局,一般住宅,西康里,臺北市內湖區環山路一段26號,1,8965,121.564527,25.084879,上林苑社區,,
4036,內湖區,內湖分局,一般住宅,西康里,臺北市內湖區文湖街21巷118弄10號,1,611,121.559658,25.091626,文湖苑御北社區,,
4037,內湖區,內湖分局,一般住宅,西康里,臺北市內湖區文湖街21巷118弄22號,3,2067,121.560067,25.091467,文湖苑極峰社區,,
4038,內湖區,內湖分局,一般住宅,西康里,臺北市內湖區內湖路一段47巷34-1號,1,353,121.558482,25.088445,爵品公寓大廈,,
4039,內湖區,內湖分局,一般住宅,西康里,臺北市內湖區文湖街21巷89號,3,1383,121.559197,25.090848,詠大直社區AB棟,,
4040,內湖區,內湖分局,一般住宅,西康里,臺北市內湖區文湖街21巷89號,4,1153,121.559197,25.090848,詠大直社區C棟,,
4041,內湖區,內湖分局,一般住宅,西康里,臺北市內湖區文湖街50號,3,4079,121.563695,25.086366,赫里翁B棟大廈,,
4042,內湖區,內湖分局,一般住宅,西康里,臺北市內湖區文湖街42號,3,3641,121.563117,25.086438,赫里翁A棟大廈,,
4043,內湖區,內湖分局,一般住宅,西康里,臺北市內湖區基湖路10巷1號,1,890,121.564442,25.082004,長佳大樓,,
4044,內湖區,內湖分局,一般住宅,西康里,臺北市內湖區內湖路一段3號,1,1628,121.558442,25.08507,開璽吾界,,
4045,內湖區,內湖分局,一般住宅,西湖里,臺北市內湖區洲子街106號,1,4553,121.569927,25.080338,爾法科技中心,,
4046,內湖區,內湖分局,一般住宅,西湖里,臺北市內湖區瑞光路513巷22弄1號,2,4039,121.569592,25.079706,奔騰大樓,,
4047,內湖區,內湖分局,一般住宅,西湖里,臺北市內湖區瑞光路513巷22弄5號,2,1578,121.569094,25.079927,方元科技大樓,,
4048,內湖區,內湖分局,一般住宅,西湖里,臺北市內湖區瑞光路583巷21號,2,3198,121.567828,25.080587,多倫多科技中心,,
4049,內湖區,內湖分局,一般住宅,西湖里,臺北市內湖區瑞光路478巷18弄20號,1,1198,121.568398,25.078417,智慧大樓,,
4050,內湖區,內湖分局,一般住宅,西湖里,臺北市內湖區瑞光路588號,2,3837,121.566069,25.080238,躍虎大樓,,
4051,內湖區,內湖分局,一般住宅,西湖里,臺北市內湖區瑞光路478巷18弄32號,2,2318,121.567738,25.078669,精鷹大樓,,
4052,內湖區,內湖分局,一般住宅,西湖里,臺北市內湖區洲子街101號,1,1255,121.569891,25.080763,費利蒙科技大樓,,
4053,內湖區,內湖分局,一般住宅,西湖里,臺北市內湖區堤頂大道二段285-1號,1,1177,121.565466,25.078593,智慧經典大樓,,
4054,內湖區,內湖分局,一般住宅,西湖里,臺北市內湖區內湖路一段360巷10號,3,2804,121.570258,25.080613,矽塔科技中心,,
4055,內湖區,內湖分局,一般住宅,西湖里,臺北市內湖區洲子街194號,3,1841,121.566509,25.081429,金矽谷科貿總部大樓,,
4056,內湖區,內湖分局,一般住宅,西湖里,臺北市內湖區內湖路一段240號,3,7374,121.565855,25.082128,NASA科技總署大樓,,
4057,內湖區,內湖分局,一般住宅,西湖里,臺北市內湖區基湖路35巷49號,3,2407,121.5665,25.079418,金矽谷科貿廣場大樓,,
4058,內湖區,內湖分局,一般住宅,西湖里,臺北市內湖區基湖路37號,3,459,121.56488,25.079561,台安大樓公寓大廈,,
4059,內湖區,內湖分局,一般住宅,西湖里,臺北市內湖區瑞光路478巷20號,4,2467,121.568944,25.078198,雅典科技中心,,
4060,內湖區,內湖分局,一般住宅,西湖里,臺北市內湖區瑞光路480號,1,4083,121.569145,25.078809,富邦瑞光大樓公寓大廈,,
4061,內湖區,內湖分局,一般住宅,西湖里,臺北市內湖區瑞光路550號,4,4573,121.567124,25.079706,內湖瑞光550大樓：許現得,,
4062,內湖區,內湖分局,一般住宅,西湖里,臺北市內湖區基湖路13號,4,3587,121.564911,25.081278,巴黎科技總部,,
4063,內湖區,內湖分局,一般住宅,西湖里,臺北市內湖區內湖路一段316號,4,7677,121.569435,25.081648,華爾街科技總部,,
4064,內湖區,內湖分局,一般住宅,西湖里,臺北市內湖區瑞光路618號,2,2395,121.565436,25.080525,長虹經貿大樓,,
4065,內湖區,內湖分局,一般住宅,西湖里,臺北市內湖區內湖路一段322號,3,3461,121.569905,25.081636,法蘭克褔科技大樓,,
4066,內湖區,內湖分局,一般住宅,西湖里,臺北市內湖區基湖路35巷16號,1,5886,121.56622,25.079266,大帝國科技總部,,
4067,內湖區,內湖分局,一般住宅,西湖里,臺北市內湖區內湖路一段285號,1、2、3、4,15263,121.566599,25.082411,西湖綜合大樓,,
4068,內湖區,內湖分局,一般住宅,西湖里,臺北市內湖區瑞光路605號,4,3175,121.566948,25.080133,長虹NASDAK科技大樓,,
4069,內湖區,內湖分局,一般住宅,西湖里,臺北市內湖區堤頂大道二段297號,3,3247,121.565162,25.078709,杜拜國際金融大樓,,
4070,內湖區,內湖分局,一般住宅,西湖里,臺北市內湖區基湖路3巷7號,1,1780,121.566125,25.081136,金矽谷16期winner企業總部,,
4071,內湖區,內湖分局,一般住宅,西湖里,臺北市內湖區洲子街151號,1,902,121.56844,25.081219,光能總部,,
4072,內湖區,內湖分局,一般住宅,西湖里,臺北市內湖區洲子街150號,1,627,121.567753,25.081209,國際時尚150大樓,,
4073,內湖區,內湖分局,一般住宅,秀湖里,臺北市內湖區成功路五段16號,2,10938,121.601423,25.084609,臺北市大湖公園社區,,
4074,內湖區,內湖分局,一般住宅,秀湖里,臺北市內湖區大湖街131巷2弄6號,3,5135,121.6006,25.085387,湖中天大廈,,
4075,內湖區,內湖分局,一般住宅,秀湖里,臺北市內湖區成功路四段358號,3,3983,121.600036,25.084868,濱湖大廈,,
4076,內湖區,內湖分局,一般住宅,秀湖里,臺北市內湖區大湖街131巷2弄2-1號,1,315,121.600607,25.085208,大湖高更,,
4077,內湖區,內湖分局,一般住宅,明湖里,臺北市內湖區康寧路三段103-1號,1,692,121.610014,25.071514,寶湖居,,
4078,內湖區,內湖分局,一般住宅,明湖里,臺北市內湖區康寧路三段99巷39弄10號,1,608,121.610253,25.072946,聿唐大樓,,
4079,內湖區,內湖分局,一般住宅,明湖里,臺北市內湖區康寧路三段189巷21弄23號,4,1907,121.612361,25.071002,夆典百富,,
4080,內湖區,內湖分局,一般住宅,明湖里,臺北市內湖區康寧路三段187號,1,421,121.611974,25.06997,ONE+社區,,
4081,內湖區,內湖分局,一般住宅,東湖里,臺北市內湖區東湖路113巷70弄13號,1,980,121.616108,25.071624,蒔璞大廈,,
4082,內湖區,內湖分局,一般住宅,東湖里,臺北市內湖區康樂街110巷10號,1,860,121.618465,25.070609,如意琚社區,,
4083,內湖區,內湖分局,一般住宅,東湖里,臺北市內湖區康樂街136巷30弄7號,1,8483,121.617318,25.071635,富貴莊園社區,,
4084,內湖區,內湖分局,一般住宅,金湖里,臺北市內湖區成功路五段420巷15號,2,3877,121.608112,25.075361,麗都大廈,,
4085,內湖區,內湖分局,一般住宅,金湖里,臺北市內湖區成功路五段450巷32號,2,2925,121.608386,25.074384,麗景公寓大廈,,
4086,內湖區,內湖分局,一般住宅,金湖里,臺北市內湖區金湖路326巷43號,1,1244,121.603773,25.073907,印象大湖公寓大廈,,
4087,內湖區,內湖分局,一般住宅,金湖里,臺北市內湖區成功路五段450巷22弄20號,2,4377,121.607748,25.075047,風和日麗社區,,
4088,內湖區,內湖分局,一般住宅,金湖里,臺北市內湖區金湖路367巷3弄1號,2,1683,121.603275,25.073074,大湖高閣公寓大廈,,
4089,內湖區,內湖分局,一般住宅,金湖里,臺北市內湖區金湖路360號,2,1033,121.604166,25.073654,明湖經典大樓,,
4090,內湖區,內湖分局,一般住宅,金湖里,臺北市內湖區成功路五段450巷21弄13號,2,8148,121.608189,25.07409,公園錄公寓大廈,,
4091,內湖區,內湖分局,一般住宅,金湖里,臺北市內湖區金湖路401巷32號,2,4094,121.603364,25.072763,城品大廈,,
4092,內湖區,內湖分局,一般住宅,金湖里,臺北市內湖區康寧路三段75巷133號,2,3047,121.609438,25.074708,大湖富邦觀景特區,,
4093,內湖區,內湖分局,一般住宅,金湖里,臺北市內湖區成功路五段450巷2號,2,2207,121.607119,25.074757,瑞仕蓮大廈,,
4094,內湖區,內湖分局,一般住宅,金湖里,臺北市內湖區金湖路405號,2,965,121.604353,25.073335,大湖尊境社區,,
4095,內湖區,內湖分局,一般住宅,金湖里,臺北市內湖區金湖路326巷68號,1,1090,121.604927,25.074114,大湖漢象住戶,,
4096,內湖區,內湖分局,一般住宅,金湖里,臺北市內湖區金湖路363巷51弄20號,2,645,121.600662,25.073789,琥珀大廈,,
4097,內湖區,內湖分局,一般住宅,金湖里,臺北市內湖區金湖路396號,2,2158,121.6052,25.073702,湖山雅緻麗緻區社區,,
4098,內湖區,內湖分局,一般住宅,金湖里,臺北市內湖區民權東路六段491號,1,2600,121.60518,25.073022,亞瑟王公寓大廈,,
4099,內湖區,內湖分局,一般住宅,金湖里,臺北市內湖區成功路五段45巷2號,2,695,121.606074,25.074517,知森堂住戶,,
4100,內湖區,內湖分局,一般住宅,金湖里,臺北市內湖區民權東路六段415號,2,2325,121.603543,25.070675,維瓦第花園,,
4101,內湖區,內湖分局,一般住宅,金湖里,臺北市內湖區成功路五段408號,2,3784,121.607603,25.075953,大湖富邦濱湖特區,,
4102,內湖區,內湖分局,一般住宅,金湖里,臺北市內湖區成功路五段49號,1,925,121.606375,25.074435,戲谷社區,,
4103,內湖區,內湖分局,一般住宅,金湖里,臺北市內湖區成功路五段450巷1號,2,12525,121.607325,25.074286,閱讀歐洲社區,,
4104,內湖區,內湖分局,一般住宅,金湖里,臺北市內湖區金湖路326巷58號,1,1130,121.604547,25.074287,櫻之巷閭公寓大廈,,
4105,內湖區,內湖分局,一般住宅,金湖里,臺北市內湖區成功路五段462號,3,1621,121.606388,25.073388,新光麗湖傑仕堡公寓大廈,,
4106,內湖區,內湖分局,一般住宅,金湖里,臺北市內湖區金湖路328-6號,1,3561,121.602701,25.073785,拓真社區,,
4107,內湖區,內湖分局,一般住宅,金湖里,臺北市內湖區民權東路六段413巷7號,1,1231,121.602823,25.070605,遠揚御園公寓大廈,,
4108,內湖區,內湖分局,一般住宅,金湖里,臺北市內湖區民權東路六段409號,1,2221,121.603361,25.070312,維妮花園社區,,
4109,內湖區,內湖分局,一般住宅,金湖里,臺北市內湖區金湖路367巷3弄5號,3,2603,121.603573,25.073073,長虹涵碧公寓大廈,,
4110,內湖區,內湖分局,一般住宅,金湖里,臺北市內湖區康寧路三段25號,3,2108,121.607292,25.072813,領世堡社區,,
4111,內湖區,內湖分局,一般住宅,金湖里,臺北市內湖區成功路五段83號,1,822,121.605318,25.073861,麗湖WYNN公寓大廈,,
4112,內湖區,內湖分局,一般住宅,金湖里,臺北市內湖區康寧路三段61號,1,1842,121.608408,25.072317,富邦大衛營菁英特區,,
4113,內湖區,內湖分局,一般住宅,金湖里,臺北市內湖區成功路五段450巷23弄23號,2,4757,121.608635,25.072666,富邦大衛營領袖特區,,
4114,內湖區,內湖分局,一般住宅,金湖里,臺北市內湖區民權東路六段451號,2,6592,121.604489,25.071885,華固名人道公寓大廈,,
4115,內湖區,內湖分局,一般住宅,金湖里,臺北市內湖區民權東路六段423號,2,546,121.60393,25.071197,湖砌大廈,,
4116,內湖區,內湖分局,一般住宅,金湖里,臺北市內湖區成功路五段45巷16號,1,1036,121.605327,25.074345,大氣天成社區,,
4117,內湖區,內湖分局,一般住宅,金湖里,臺北市內湖區金湖路352號,1,716,121.603787,25.07365,合砌大廈,,
4118,內湖區,內湖分局,一般住宅,金湖里,臺北市內湖區金湖路363巷67弄16號,2,976,121.600168,25.073481,麗湖山居,,
4119,內湖區,內湖分局,一般住宅,金瑞里,臺北市內湖區金龍路241號,2,4135,121.587298,25.088911,昇陽生活花園社區,,
4120,內湖區,內湖分局,一般住宅,金瑞里,臺北市內湖區金龍路219號,2,934,121.586973,25.088376,昇陽樹也大廈,,
4121,內湖區,內湖分局,一般住宅,金龍里,臺北市內湖區金龍路47巷14弄17號,1,912,121.593424,25.085906,德安精算家大廈,,
4122,內湖區,內湖分局,一般住宅,金龍里,臺北市內湖區金龍路47巷13弄5號,1,1476,121.593945,25.08535,璞園偕樂社區,,
4123,內湖區,內湖分局,一般住宅,金龍里,臺北市內湖區金龍路67巷8號,1,783,121.592862,25.085923,友座森鄰社區,,
4124,內湖區,內湖分局,一般住宅,南湖里,臺北市內湖區康寧路三段70巷67號,1,1951,121.609847,25.068149,東湖捷運我的家,,
4125,內湖區,內湖分局,一般住宅,南湖里,臺北市內湖區民權東路六段280巷155弄5號,3,858,121.608842,25.068705,禧蓮莊,,
4126,內湖區,內湖分局,一般住宅,南湖里,臺北市內湖區康寧路三段70巷6號,2、3,7622,121.611352,25.069462,康寧城堡社區,,
4127,內湖區,內湖分局,一般住宅,南湖里,臺北市內湖區民權東路六段280巷69弄31號,1,1181,121.606477,25.069353,長虹雅築公寓大廈,,
4128,內湖區,內湖分局,一般住宅,南湖里,臺北市內湖區康寧路三段70巷85號,1,2542,121.609866,25.067616,翠映逸軒社區,,
4129,內湖區,內湖分局,一般住宅,南湖里,臺北市內湖區康寧路三段190巷35號,1,1798,121.610794,25.068664,長耀Glory公寓大廈,,
4130,內湖區,內湖分局,一般住宅,南湖里,臺北市內湖區康寧路三段70巷18號,2,2823,121.610755,25.069588,清歡公寓大廈,,
4131,內湖區,內湖分局,一般住宅,南湖里,臺北市內湖區康寧路三段56巷138號,1,3285,121.608898,25.067789,國美仰森社區,,
4132,內湖區,內湖分局,一般住宅,南湖里,臺北市內湖區康寧路三段180巷18-1號,1,989,121.611115,25.068977,說La Vie社區,,
4133,內湖區,內湖分局,一般住宅,南湖里,臺北市內湖區康寧路三段56巷198號,2,891,121.607373,25.067167,疆山明湖大廈,,
4134,內湖區,內湖分局,一般住宅,南湖里,臺北市內湖區康寧路三段56巷156號,1,1396,121.608768,25.06744,仰千里公寓大廈,,
4135,內湖區,內湖分局,一般住宅,南湖里,臺北市內湖區民權東路六段280巷155弄17號,1,913,121.607941,25.06894,仰山大廈,,
4136,內湖區,內湖分局,一般住宅,康寧里,臺北市內湖區康寧路三段99巷17弄99號,1,978,121.612257,25.076547,康寧天闊社區A棟,,
4137,內湖區,內湖分局,一般住宅,康寧里,臺北市內湖區康寧路三段99巷17弄99號,1,838,121.612257,25.076547,康寧天闊社區B棟,,
4138,內湖區,內湖分局,一般住宅,康寧里,臺北市內湖區康寧路三段99巷17弄99號,1,854,121.612257,25.076547,康寧天闊社區C棟,,
4139,內湖區,內湖分局,一般住宅,康寧里,臺北市內湖區康寧路三段99巷17弄99號,1,852,121.612257,25.076547,康寧天闊社區D棟,,
4140,內湖區,內湖分局,一般住宅,康寧里,臺北市內湖區康寧路三段99巷17弄99號,1,419,121.612257,25.076547,康寧天闊社區E棟,,
4141,內湖區,內湖分局,一般住宅,康寧里,臺北市內湖區康寧路三段99巷17弄99號,1,419,121.612257,25.076547,康寧天闊社區F棟,,
4142,內湖區,內湖分局,一般住宅,康寧里,臺北市內湖區康寧路三段99巷17弄99號,1,479,121.612257,25.076547,康寧天闊社區G棟,,
4143,內湖區,內湖分局,一般住宅,康寧里,臺北市內湖區康寧路三段99巷60號,1,193,121.611275,25.073796,悅湖公寓大廈,,
4144,內湖區,內湖分局,一般住宅,清白里,臺北市內湖區星雲街150巷22號,2,1793,121.595686,25.079571,湖麗歐公寓大廈,,
4145,內湖區,內湖分局,一般住宅,清白里,臺北市內湖區星雲街158號,3,6433,121.596277,25.079988,大湖花園,,
4146,內湖區,內湖分局,一般住宅,清白里,臺北市內湖區星雲街168巷13號,2,5630,121.597021,25.080642,大湖公園家守望相助,,
4147,內湖區,內湖分局,一般住宅,清白里,臺北市內湖區星雲街168巷35號,3,1243,121.597014,25.079901,力霸國鼎大廈,,
4148,內湖區,內湖分局,一般住宅,清白里,臺北市內湖區星雲街150巷26號,3,4445,121.596198,25.079502,大成大賞公寓大廈,,
4149,內湖區,內湖分局,一般住宅,清白里,臺北市內湖區星雲街150巷40號,1,1825,121.597395,25.079688,大湖優境住戶,,
4150,內湖區,內湖分局,一般住宅,清白里,臺北市內湖區星雲街165號,3,3311,121.596538,25.081047,大湖仙境社區,,
4151,內湖區,內湖分局,一般住宅,清白里,臺北市內湖區星雲街210巷43號,2,2194,121.598012,25.079809,大湖春天社區,,
4152,內湖區,內湖分局,一般住宅,清白里,臺北市內湖區星雲街210巷11號,2,1956,121.597475,25.080848,冠德金湖大賞社區,,
4153,內湖區,內湖分局,一般住宅,清白里,臺北市內湖區金湖路45-1號,2,4095,121.596445,25.082386,冠德美麗大湖社區,,
4154,內湖區,內湖分局,一般住宅,清白里,臺北市內湖區星雲街125號,4,8820,121.595612,25.080473,榮耀世紀社區,,
4155,內湖區,內湖分局,一般住宅,清白里,臺北市內湖區成功路四段167巷1號,4,3278,121.594494,25.083359,昇陽之道大廈,,
4156,內湖區,內湖分局,一般住宅,清白里,臺北市內湖區星雲街161巷2號,1,2419,121.596224,25.081669,巧洋花園大廈,,
4157,內湖區,內湖分局,一般住宅,清白里,臺北市內湖區金湖路65巷9號,2,2193,121.596535,25.081907,大漢MVP社區,,
4158,內湖區,內湖分局,一般住宅,清白里,臺北市內湖區星雲街161巷9號,1,2785,121.595941,25.08162,文心吟釀社區,,
4159,內湖區,內湖分局,一般住宅,清白里,臺北市內湖區金湖路77號,2,2572,121.597185,25.08144,輝煌世紀,,
4160,內湖區,內湖分局,一般住宅,清白里,臺北市內湖區金湖路95號,3,2033,121.597697,25.080929,花里洋,,
4161,內湖區,內湖分局,一般住宅,清白里,臺北市內湖區金湖路129號,6,5068,121.598249,25.080179,文心AIT,,
4162,內湖區,內湖分局,一般住宅,清白里,臺北市內湖區成功路四段75號,4,1660,121.592862,25.082279,雲立方社區,,
4163,內湖區,內湖分局,一般住宅,清白里,臺北市內湖區成功路四段97號,5,1807,121.593276,25.082592,基泰御峰社區,,
